wkt,id
"MULTIPOLYGON (((-9.17741352138606 38.7138252401344, -9.1792101519543 38.7138252401344, -9.1792101519543 38.7152271004181, -9.17741352138606 38.7152271004181, -9.17741352138606 38.7138252401344)))",664
"MULTIPOLYGON (((-9.17561689081782 38.7138252401344, -9.17741352138606 38.7138252401344, -9.17741352138606 38.7152271004181, -9.17561689081782 38.7152271004181, -9.17561689081782 38.7138252401344)))",665
"MULTIPOLYGON (((-9.20436297990965 38.7362517052926, -9.20615961047788 38.7362517052926, -9.20615961047788 38.7376531256452, -9.20436297990965 38.7376531256452, -9.20436297990965 38.7362517052926)))",1579
"MULTIPOLYGON (((-9.20615961047788 38.734850257442, -9.20795624104612 38.734850257442, -9.20795624104612 38.7362517052926, -9.20615961047788 38.7362517052926, -9.20615961047788 38.734850257442)))",1519
"MULTIPOLYGON (((-9.20615961047788 38.7334487820939, -9.20795624104612 38.7334487820939, -9.20795624104612 38.734850257442, -9.20615961047788 38.734850257442, -9.20615961047788 38.7334487820939)))",1460
"MULTIPOLYGON (((-9.20795624104612 38.7320472792483, -9.20975287161436 38.7320472792483, -9.20975287161436 38.7334487820939, -9.20795624104612 38.7334487820939, -9.20795624104612 38.7320472792483)))",1400
"MULTIPOLYGON (((-9.20795624104612 38.7306457489058, -9.20975287161436 38.7306457489058, -9.20975287161436 38.7320472792483, -9.20795624104612 38.7320472792483, -9.20795624104612 38.7306457489058)))",1340
"MULTIPOLYGON (((-9.20975287161436 38.7292441910665, -9.2115495021826 38.7292441910665, -9.2115495021826 38.7306457489058, -9.20975287161436 38.7306457489058, -9.20975287161436 38.7292441910665)))",1280
"MULTIPOLYGON (((-9.20795624104612 38.7292441910665, -9.20975287161436 38.7292441910665, -9.20975287161436 38.7306457489058, -9.20795624104612 38.7306457489058, -9.20795624104612 38.7292441910665)))",1281
"MULTIPOLYGON (((-9.20795624104612 38.7264409928988, -9.20975287161436 38.7264409928988, -9.20975287161436 38.7278426057307, -9.20795624104612 38.7278426057307, -9.20795624104612 38.7264409928988)))",1162
"MULTIPOLYGON (((-9.20795624104612 38.725039352571, -9.20975287161436 38.725039352571, -9.20975287161436 38.7264409928988, -9.20795624104612 38.7264409928988, -9.20795624104612 38.725039352571)))",1104
"MULTIPOLYGON (((-9.20795624104612 38.7236376847477, -9.20975287161436 38.7236376847477, -9.20975287161436 38.725039352571, -9.20795624104612 38.725039352571, -9.20795624104612 38.7236376847477)))",1047
"MULTIPOLYGON (((-9.20975287161436 38.7222359894292, -9.2115495021826 38.7222359894292, -9.2115495021826 38.7236376847477, -9.20975287161436 38.7236376847477, -9.20975287161436 38.7222359894292)))",990
"MULTIPOLYGON (((-9.20975287161436 38.7208342666157, -9.2115495021826 38.7208342666157, -9.2115495021826 38.7222359894292, -9.20975287161436 38.7222359894292, -9.20975287161436 38.7208342666157)))",934
"MULTIPOLYGON (((-9.20795624104612 38.7208342666157, -9.20975287161436 38.7208342666157, -9.20975287161436 38.7222359894292, -9.20795624104612 38.7222359894292, -9.20795624104612 38.7208342666157)))",935
"MULTIPOLYGON (((-9.20795624104612 38.7222359894292, -9.20975287161436 38.7222359894292, -9.20975287161436 38.7236376847477, -9.20795624104612 38.7236376847477, -9.20795624104612 38.7222359894292)))",991
"MULTIPOLYGON (((-9.2115495021826 38.7208342666157, -9.21334613275084 38.7208342666157, -9.21334613275084 38.7222359894292, -9.2115495021826 38.7222359894292, -9.2115495021826 38.7208342666157)))",933
"MULTIPOLYGON (((-9.21334613275084 38.7194325163075, -9.21514276331908 38.7194325163075, -9.21514276331908 38.7208342666157, -9.21334613275084 38.7208342666157, -9.21334613275084 38.7194325163075)))",875
"MULTIPOLYGON (((-9.21514276331908 38.7194325163075, -9.21693939388732 38.7194325163075, -9.21693939388732 38.7208342666157, -9.21514276331908 38.7208342666157, -9.21514276331908 38.7194325163075)))",874
"MULTIPOLYGON (((-9.21693939388732 38.718030738505, -9.21873602445556 38.718030738505, -9.21873602445556 38.7194325163075, -9.21693939388732 38.7194325163075, -9.21693939388732 38.718030738505)))",816
"MULTIPOLYGON (((-9.2205326550238 38.7124233523575, -9.22232928559204 38.7124233523575, -9.22232928559204 38.7138252401344, -9.2205326550238 38.7138252401344, -9.2205326550238 38.7124233523575)))",582
"MULTIPOLYGON (((-9.2205326550238 38.7110214370877, -9.22232928559204 38.7110214370877, -9.22232928559204 38.7124233523575, -9.2205326550238 38.7124233523575, -9.2205326550238 38.7110214370877)))",525
"MULTIPOLYGON (((-9.22232928559204 38.7110214370877, -9.22412591616028 38.7110214370877, -9.22412591616028 38.7124233523575, -9.22232928559204 38.7124233523575, -9.22232928559204 38.7110214370877)))",524
"MULTIPOLYGON (((-9.22232928559204 38.7124233523575, -9.22412591616028 38.7124233523575, -9.22412591616028 38.7138252401344, -9.22232928559204 38.7138252401344, -9.22232928559204 38.7124233523575)))",581
"MULTIPOLYGON (((-9.2205326550238 38.7054135010862, -9.22232928559204 38.7054135010862, -9.22232928559204 38.7068155263243, -9.2205326550238 38.7068155263243, -9.2205326550238 38.7054135010862)))",308
"MULTIPOLYGON (((-9.22592254672852 38.7026093681361, -9.22771917729675 38.7026093681361, -9.22771917729675 38.7040114483567, -9.22592254672852 38.7040114483567, -9.22592254672852 38.7026093681361)))",218
"MULTIPOLYGON (((-9.22412591616028 38.7026093681361, -9.22592254672852 38.7026093681361, -9.22592254672852 38.7040114483567, -9.22412591616028 38.7040114483567, -9.22412591616028 38.7026093681361)))",219
"MULTIPOLYGON (((-9.22412591616028 38.6955985546781, -9.22592254672852 38.6955985546781, -9.22592254672852 38.6970007723494, -9.22412591616028 38.6970007723494, -9.22412591616028 38.6955985546781)))",52
"MULTIPOLYGON (((-9.22232928559204 38.6955985546781, -9.22412591616028 38.6955985546781, -9.22412591616028 38.6970007723494, -9.22232928559204 38.6970007723494, -9.22232928559204 38.6955985546781)))",53
"MULTIPOLYGON (((-9.2205326550238 38.6941963095176, -9.22232928559204 38.6941963095176, -9.22232928559204 38.6955985546781, -9.2205326550238 38.6955985546781, -9.2205326550238 38.6941963095176)))",32
"MULTIPOLYGON (((-9.21873602445556 38.6927940368681, -9.2205326550238 38.6927940368681, -9.2205326550238 38.6941963095176, -9.21873602445556 38.6941963095176, -9.21873602445556 38.6927940368681)))",16
"MULTIPOLYGON (((-9.21693939388732 38.6927940368681, -9.21873602445556 38.6927940368681, -9.21873602445556 38.6941963095176, -9.21693939388732 38.6941963095176, -9.21693939388732 38.6927940368681)))",17
"MULTIPOLYGON (((-9.21514276331908 38.6927940368681, -9.21693939388732 38.6927940368681, -9.21693939388732 38.6941963095176, -9.21514276331908 38.6941963095176, -9.21514276331908 38.6927940368681)))",18
"MULTIPOLYGON (((-9.21334613275084 38.6927940368681, -9.21514276331908 38.6927940368681, -9.21514276331908 38.6941963095176, -9.21334613275084 38.6941963095176, -9.21334613275084 38.6927940368681)))",19
"MULTIPOLYGON (((-9.2115495021826 38.6927940368681, -9.21334613275084 38.6927940368681, -9.21334613275084 38.6941963095176, -9.2115495021826 38.6941963095176, -9.2115495021826 38.6927940368681)))",20
"MULTIPOLYGON (((-9.20975287161436 38.6927940368681, -9.2115495021826 38.6927940368681, -9.2115495021826 38.6941963095176, -9.20975287161436 38.6941963095176, -9.20975287161436 38.6927940368681)))",21
"MULTIPOLYGON (((-9.20795624104612 38.6941963095176, -9.20975287161436 38.6941963095176, -9.20975287161436 38.6955985546781, -9.20795624104612 38.6955985546781, -9.20795624104612 38.6941963095176)))",39
"MULTIPOLYGON (((-9.20615961047788 38.6941963095176, -9.20795624104612 38.6941963095176, -9.20795624104612 38.6955985546781, -9.20615961047788 38.6955985546781, -9.20615961047788 38.6941963095176)))",40
"MULTIPOLYGON (((-9.20436297990965 38.6941963095176, -9.20615961047788 38.6941963095176, -9.20615961047788 38.6955985546781, -9.20436297990965 38.6955985546781, -9.20436297990965 38.6941963095176)))",41
"MULTIPOLYGON (((-9.20256634934141 38.6941963095176, -9.20436297990965 38.6941963095176, -9.20436297990965 38.6955985546781, -9.20256634934141 38.6955985546781, -9.20256634934141 38.6941963095176)))",42
"MULTIPOLYGON (((-9.19897308820493 38.6955985546781, -9.20076971877317 38.6955985546781, -9.20076971877317 38.6970007723494, -9.19897308820493 38.6970007723494, -9.19897308820493 38.6955985546781)))",66
"MULTIPOLYGON (((-9.19717645763669 38.6955985546781, -9.19897308820493 38.6955985546781, -9.19897308820493 38.6970007723494, -9.19717645763669 38.6970007723494, -9.19717645763669 38.6955985546781)))",67
"MULTIPOLYGON (((-9.19537982706845 38.6955985546781, -9.19717645763669 38.6955985546781, -9.19717645763669 38.6970007723494, -9.19537982706845 38.6970007723494, -9.19537982706845 38.6955985546781)))",68
"MULTIPOLYGON (((-9.19358319650021 38.6955985546781, -9.19537982706845 38.6955985546781, -9.19537982706845 38.6970007723494, -9.19358319650021 38.6970007723494, -9.19358319650021 38.6955985546781)))",69
"MULTIPOLYGON (((-9.19178656593197 38.6955985546781, -9.19358319650021 38.6955985546781, -9.19358319650021 38.6970007723494, -9.19178656593197 38.6970007723494, -9.19178656593197 38.6955985546781)))",70
"MULTIPOLYGON (((-9.18998993536373 38.6955985546781, -9.19178656593197 38.6955985546781, -9.19178656593197 38.6970007723494, -9.18998993536373 38.6970007723494, -9.18998993536373 38.6955985546781)))",71
"MULTIPOLYGON (((-9.1881933047955 38.6970007723494, -9.18998993536373 38.6970007723494, -9.18998993536373 38.6984029625311, -9.1881933047955 38.6984029625311, -9.1881933047955 38.6970007723494)))",97
"MULTIPOLYGON (((-9.18639667422726 38.6970007723494, -9.1881933047955 38.6970007723494, -9.1881933047955 38.6984029625311, -9.18639667422726 38.6984029625311, -9.18639667422726 38.6970007723494)))",98
"MULTIPOLYGON (((-9.18460004365902 38.6970007723494, -9.18639667422726 38.6970007723494, -9.18639667422726 38.6984029625311, -9.18460004365902 38.6984029625311, -9.18460004365902 38.6970007723494)))",99
"MULTIPOLYGON (((-9.18280341309078 38.6970007723494, -9.18460004365902 38.6970007723494, -9.18460004365902 38.6984029625311, -9.18280341309078 38.6984029625311, -9.18280341309078 38.6970007723494)))",100
"MULTIPOLYGON (((-9.18100678252254 38.6984029625311, -9.18280341309078 38.6984029625311, -9.18280341309078 38.699805125223, -9.18100678252254 38.699805125223, -9.18100678252254 38.6984029625311)))",131
"MULTIPOLYGON (((-9.17202362968134 38.7614730641648, -9.17382026024958 38.7614730641648, -9.17382026024958 38.7628739895034, -9.17202362968134 38.7628739895034, -9.17202362968134 38.7614730641648)))",2731
"MULTIPOLYGON (((-9.16483710740839 38.7572701231303, -9.16663373797663 38.7572701231303, -9.16663373797663 38.758671130978, -9.16483710740839 38.758671130978, -9.16483710740839 38.7572701231303)))",2550
"MULTIPOLYGON (((-9.16663373797663 38.7572701231303, -9.16843036854486 38.7572701231303, -9.16843036854486 38.758671130978, -9.16663373797663 38.758671130978, -9.16663373797663 38.7572701231303)))",2549
"MULTIPOLYGON (((-9.15226069343071 38.785285054228, -9.15405732399895 38.785285054228, -9.15405732399895 38.7866855119649, -9.15226069343071 38.7866855119649, -9.15226069343071 38.785285054228)))",3613
"MULTIPOLYGON (((-9.16843036854486 38.785285054228, -9.1702269991131 38.785285054228, -9.1702269991131 38.7866855119649, -9.16843036854486 38.7866855119649, -9.16843036854486 38.785285054228)))",3604
"MULTIPOLYGON (((-9.11992134320241 38.7824840562296, -9.12171797377065 38.7824840562296, -9.12171797377065 38.7838845689828, -9.11992134320241 38.7838845689828, -9.11992134320241 38.7824840562296)))",3565
"MULTIPOLYGON (((-9.12531123490713 38.7614730641648, -9.12710786547537 38.7614730641648, -9.12710786547537 38.7628739895034, -9.12531123490713 38.7628739895034, -9.12531123490713 38.7614730641648)))",2757
"MULTIPOLYGON (((-9.12710786547537 38.7628739895034, -9.12890449604361 38.7628739895034, -9.12890449604361 38.7642748873384, -9.12710786547537 38.7642748873384, -9.12710786547537 38.7628739895034)))",2817
"MULTIPOLYGON (((-9.12351460433889 38.7614730641648, -9.12531123490713 38.7614730641648, -9.12531123490713 38.7628739895034, -9.12351460433889 38.7628739895034, -9.12351460433889 38.7614730641648)))",2758
"MULTIPOLYGON (((-9.12171797377065 38.7614730641648, -9.12351460433889 38.7614730641648, -9.12351460433889 38.7628739895034, -9.12171797377065 38.7628739895034, -9.12171797377065 38.7614730641648)))",2759
"MULTIPOLYGON (((-9.11992134320241 38.7600721113229, -9.12171797377065 38.7600721113229, -9.12171797377065 38.7614730641648, -9.11992134320241 38.7614730641648, -9.11992134320241 38.7600721113229)))",2699
"MULTIPOLYGON (((-9.11812471263417 38.7600721113229, -9.11992134320241 38.7600721113229, -9.11992134320241 38.7614730641648, -9.11812471263417 38.7614730641648, -9.11812471263417 38.7600721113229)))",2700
"MULTIPOLYGON (((-9.11453145149769 38.758671130978, -9.11632808206593 38.758671130978, -9.11632808206593 38.7600721113229, -9.11453145149769 38.7600721113229, -9.11453145149769 38.758671130978)))",2640
"MULTIPOLYGON (((-9.11273482092946 38.758671130978, -9.11453145149769 38.758671130978, -9.11453145149769 38.7600721113229, -9.11273482092946 38.7600721113229, -9.11273482092946 38.758671130978)))",2641
"MULTIPOLYGON (((-9.11093819036122 38.7572701231303, -9.11273482092946 38.7572701231303, -9.11273482092946 38.758671130978, -9.11093819036122 38.758671130978, -9.11093819036122 38.7572701231303)))",2580
"MULTIPOLYGON (((-9.10914155979298 38.7572701231303, -9.11093819036122 38.7572701231303, -9.11093819036122 38.758671130978, -9.10914155979298 38.758671130978, -9.10914155979298 38.7572701231303)))",2581
"MULTIPOLYGON (((-9.10734492922474 38.7572701231303, -9.10914155979298 38.7572701231303, -9.10914155979298 38.758671130978, -9.10734492922474 38.758671130978, -9.10734492922474 38.7572701231303)))",2582
"MULTIPOLYGON (((-9.1055482986565 38.7558690877803, -9.10734492922474 38.7558690877803, -9.10734492922474 38.7572701231303, -9.1055482986565 38.7572701231303, -9.1055482986565 38.7558690877803)))",2519
"MULTIPOLYGON (((-9.10375166808826 38.7558690877803, -9.1055482986565 38.7558690877803, -9.1055482986565 38.7572701231303, -9.10375166808826 38.7572701231303, -9.10375166808826 38.7558690877803)))",2520
"MULTIPOLYGON (((-9.10195503752002 38.7558690877803, -9.10375166808826 38.7558690877803, -9.10375166808826 38.7572701231303, -9.10195503752002 38.7572701231303, -9.10195503752002 38.7558690877803)))",2521
"MULTIPOLYGON (((-9.10195503752002 38.7572701231303, -9.10375166808826 38.7572701231303, -9.10375166808826 38.758671130978, -9.10195503752002 38.758671130978, -9.10195503752002 38.7572701231303)))",2585
"MULTIPOLYGON (((-9.10195503752002 38.758671130978, -9.10375166808826 38.758671130978, -9.10375166808826 38.7600721113229, -9.10195503752002 38.7600721113229, -9.10195503752002 38.758671130978)))",2647
"MULTIPOLYGON (((-9.10195503752002 38.7600721113229, -9.10375166808826 38.7600721113229, -9.10375166808826 38.7614730641648, -9.10195503752002 38.7614730641648, -9.10195503752002 38.7600721113229)))",2709
"MULTIPOLYGON (((-9.10375166808826 38.7712789639488, -9.1055482986565 38.7712789639488, -9.1055482986565 38.7726796967559, -9.10375166808826 38.7726796967559, -9.10375166808826 38.7712789639488)))",3184
"MULTIPOLYGON (((-9.10375166808826 38.7698782036363, -9.1055482986565 38.7698782036363, -9.1055482986565 38.7712789639488, -9.10375166808826 38.7712789639488, -9.10375166808826 38.7698782036363)))",3126
"MULTIPOLYGON (((-9.10375166808826 38.7684774158187, -9.1055482986565 38.7684774158187, -9.1055482986565 38.7698782036363, -9.10375166808826 38.7698782036363, -9.10375166808826 38.7684774158187)))",3068
"MULTIPOLYGON (((-9.10375166808826 38.7670766004963, -9.1055482986565 38.7670766004963, -9.1055482986565 38.7684774158187, -9.10375166808826 38.7684774158187, -9.10375166808826 38.7670766004963)))",3009
"MULTIPOLYGON (((-9.10375166808826 38.7656757576694, -9.1055482986565 38.7656757576694, -9.1055482986565 38.7670766004963, -9.10375166808826 38.7670766004963, -9.10375166808826 38.7656757576694)))",2949
"MULTIPOLYGON (((-9.10375166808826 38.7642748873384, -9.1055482986565 38.7642748873384, -9.1055482986565 38.7656757576694, -9.10375166808826 38.7656757576694, -9.10375166808826 38.7642748873384)))",2890
"MULTIPOLYGON (((-9.10375166808826 38.7628739895034, -9.1055482986565 38.7628739895034, -9.1055482986565 38.7642748873384, -9.10375166808826 38.7642748873384, -9.10375166808826 38.7628739895034)))",2830
"MULTIPOLYGON (((-9.09117525411059 38.785285054228, -9.09297188467882 38.785285054228, -9.09297188467882 38.7866855119649, -9.09117525411059 38.7866855119649, -9.09117525411059 38.785285054228)))",3629
"MULTIPOLYGON (((-9.09297188467882 38.785285054228, -9.09476851524706 38.785285054228, -9.09476851524706 38.7866855119649, -9.09297188467882 38.7866855119649, -9.09297188467882 38.785285054228)))",3628
"MULTIPOLYGON (((-9.09836177638354 38.785285054228, -9.10015840695178 38.785285054228, -9.10015840695178 38.7866855119649, -9.09836177638354 38.7866855119649, -9.09836177638354 38.785285054228)))",3625
"MULTIPOLYGON (((-9.10015840695178 38.785285054228, -9.10195503752002 38.785285054228, -9.10195503752002 38.7866855119649, -9.10015840695178 38.7866855119649, -9.10015840695178 38.785285054228)))",3624
"MULTIPOLYGON (((-9.17202362968134 38.7236376847477, -9.17382026024958 38.7236376847477, -9.17382026024958 38.725039352571, -9.17202362968134 38.725039352571, -9.17202362968134 38.7236376847477)))",1067
"MULTIPOLYGON (((-9.1702269991131 38.7222359894292, -9.17202362968134 38.7222359894292, -9.17202362968134 38.7236376847477, -9.1702269991131 38.7236376847477, -9.1702269991131 38.7222359894292)))",1012
"MULTIPOLYGON (((-9.18100678252254 38.7222359894292, -9.18280341309078 38.7222359894292, -9.18280341309078 38.7236376847477, -9.18100678252254 38.7236376847477, -9.18100678252254 38.7222359894292)))",1006
"MULTIPOLYGON (((-9.16843036854486 38.7222359894292, -9.1702269991131 38.7222359894292, -9.1702269991131 38.7236376847477, -9.16843036854486 38.7236376847477, -9.16843036854486 38.7222359894292)))",1013
"MULTIPOLYGON (((-9.17202362968134 38.7558690877803, -9.17382026024958 38.7558690877803, -9.17382026024958 38.7572701231303, -9.17202362968134 38.7572701231303, -9.17202362968134 38.7558690877803)))",2482
"MULTIPOLYGON (((-9.0965651458153 38.7964879458638, -9.09836177638354 38.7964879458638, -9.09836177638354 38.7978881835231, -9.0965651458153 38.7978881835231, -9.0965651458153 38.7964879458638)))",3741
"MULTIPOLYGON (((-9.09836177638354 38.7950876806938, -9.10015840695178 38.7950876806938, -9.10015840695178 38.7964879458638, -9.09836177638354 38.7964879458638, -9.09836177638354 38.7950876806938)))",3736
"MULTIPOLYGON (((-9.09836177638354 38.7936873880133, -9.10015840695178 38.7936873880133, -9.10015840695178 38.7950876806938, -9.09836177638354 38.7950876806938, -9.09836177638354 38.7936873880133)))",3728
"MULTIPOLYGON (((-9.09836177638354 38.7922870678227, -9.10015840695178 38.7922870678227, -9.10015840695178 38.7936873880133, -9.09836177638354 38.7936873880133, -9.09836177638354 38.7922870678227)))",3714
"MULTIPOLYGON (((-9.10015840695178 38.7894863449123, -9.10195503752002 38.7894863449123, -9.10195503752002 38.7908867201223, -9.10015840695178 38.7908867201223, -9.10015840695178 38.7894863449123)))",3682
"MULTIPOLYGON (((-9.10015840695178 38.7908867201223, -9.10195503752002 38.7908867201223, -9.10195503752002 38.7922870678227, -9.10015840695178 38.7922870678227, -9.10015840695178 38.7908867201223)))",3698
"MULTIPOLYGON (((-9.09836177638354 38.7908867201223, -9.10015840695178 38.7908867201223, -9.10015840695178 38.7922870678227, -9.09836177638354 38.7922870678227, -9.09836177638354 38.7908867201223)))",3699
"MULTIPOLYGON (((-9.09836177638354 38.7894863449123, -9.10015840695178 38.7894863449123, -9.10015840695178 38.7908867201223, -9.09836177638354 38.7908867201223, -9.09836177638354 38.7894863449123)))",3683
"MULTIPOLYGON (((-9.10015840695178 38.7880859421931, -9.10195503752002 38.7880859421931, -9.10195503752002 38.7894863449123, -9.10015840695178 38.7894863449123, -9.10015840695178 38.7880859421931)))",3666
"MULTIPOLYGON (((-9.10015840695178 38.7866855119649, -9.10195503752002 38.7866855119649, -9.10195503752002 38.7880859421931, -9.10015840695178 38.7880859421931, -9.10015840695178 38.7866855119649)))",3646
"MULTIPOLYGON (((-9.09476851524706 38.7866855119649, -9.0965651458153 38.7866855119649, -9.0965651458153 38.7880859421931, -9.09476851524706 38.7880859421931, -9.09476851524706 38.7866855119649)))",3649
"MULTIPOLYGON (((-9.0965651458153 38.7866855119649, -9.09836177638354 38.7866855119649, -9.09836177638354 38.7880859421931, -9.0965651458153 38.7880859421931, -9.0965651458153 38.7866855119649)))",3648
"MULTIPOLYGON (((-9.09476851524706 38.785285054228, -9.0965651458153 38.785285054228, -9.0965651458153 38.7866855119649, -9.09476851524706 38.7866855119649, -9.09476851524706 38.785285054228)))",3627
"MULTIPOLYGON (((-9.16304047684015 38.7810835159685, -9.16483710740839 38.7810835159685, -9.16483710740839 38.7824840562296, -9.16304047684015 38.7824840562296, -9.16304047684015 38.7810835159685)))",3501
"MULTIPOLYGON (((-9.19897308820493 38.758671130978, -9.20076971877317 38.758671130978, -9.20076971877317 38.7600721113229, -9.19897308820493 38.7600721113229, -9.19897308820493 38.758671130978)))",2593
"MULTIPOLYGON (((-9.19717645763669 38.7600721113229, -9.19897308820493 38.7600721113229, -9.19897308820493 38.7614730641648, -9.19717645763669 38.7614730641648, -9.19717645763669 38.7600721113229)))",2656
"MULTIPOLYGON (((-9.19717645763669 38.758671130978, -9.19897308820493 38.758671130978, -9.19897308820493 38.7600721113229, -9.19717645763669 38.7600721113229, -9.19717645763669 38.758671130978)))",2594
"MULTIPOLYGON (((-9.19537982706845 38.7572701231303, -9.19717645763669 38.7572701231303, -9.19717645763669 38.758671130978, -9.19537982706845 38.758671130978, -9.19537982706845 38.7572701231303)))",2533
"MULTIPOLYGON (((-9.19358319650021 38.7572701231303, -9.19537982706845 38.7572701231303, -9.19537982706845 38.758671130978, -9.19358319650021 38.758671130978, -9.19358319650021 38.7572701231303)))",2534
"MULTIPOLYGON (((-9.19178656593197 38.7572701231303, -9.19358319650021 38.7572701231303, -9.19358319650021 38.758671130978, -9.19178656593197 38.758671130978, -9.19178656593197 38.7572701231303)))",2535
"MULTIPOLYGON (((-9.19178656593197 38.7558690877803, -9.19358319650021 38.7558690877803, -9.19358319650021 38.7572701231303, -9.19178656593197 38.7572701231303, -9.19178656593197 38.7558690877803)))",2471
"MULTIPOLYGON (((-9.18998993536373 38.7558690877803, -9.19178656593197 38.7558690877803, -9.19178656593197 38.7572701231303, -9.18998993536373 38.7572701231303, -9.18998993536373 38.7558690877803)))",2472
"MULTIPOLYGON (((-9.1881933047955 38.7558690877803, -9.18998993536373 38.7558690877803, -9.18998993536373 38.7572701231303, -9.1881933047955 38.7572701231303, -9.1881933047955 38.7558690877803)))",2473
"MULTIPOLYGON (((-9.18639667422726 38.7558690877803, -9.1881933047955 38.7558690877803, -9.1881933047955 38.7572701231303, -9.18639667422726 38.7572701231303, -9.18639667422726 38.7558690877803)))",2474
"MULTIPOLYGON (((-9.18460004365902 38.7544680249281, -9.18639667422726 38.7544680249281, -9.18639667422726 38.7558690877803, -9.18460004365902 38.7558690877803, -9.18460004365902 38.7544680249281)))",2410
"MULTIPOLYGON (((-9.21514276331908 38.7166289332084, -9.21693939388732 38.7166289332084, -9.21693939388732 38.718030738505, -9.21514276331908 38.718030738505, -9.21514276331908 38.7166289332084)))",759
